"site_name","sampleID","sample_date","sample_time","sampled_by","flow","flow_status","medium","Year","DOY","parameter","result_value","unit","constituent","instrument","ddl","detection_FLAG"
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"SRP",NA,"UG/L","NUTRIENT","NUTRIENT",0.019,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"NO3",NA,"UG/L","NUTRIENT","NUTRIENT",0.15,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"TP",NA,"UG/L","NUTRIENT","NUTRIENT",0.018,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Mn_OES",NA,"MG/L","TE","ICP-OES",0.5,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Fe_OES",NA,"MG/L","TE","ICP-OES",0.5,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"P",NA,"MG/L","TE","ICP-OES",0.5,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Ca",NA,"MG/L","CATION","ICP-OES",0.5,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Mg",NA,"MG/L","CATION","ICP-OES",0.5,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Be",NA,"UG/L","TE","ICP-MS",0.016,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Na",NA,"UG/L","CATION","ICP-MS",27.4,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Al",NA,"UG/L","TE","ICP-MS",0.7,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Si",NA,"UG/L","TE","ICP-MS",30.7,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"K",NA,"UG/L","CATION","ICP-MS",18.8,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Ti",NA,"UG/L","TE","ICP-MS",0.04,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"V",NA,"UG/L","TE","ICP-MS",0.018,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Cr",NA,"UG/L","TE","ICP-MS",0.042,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Mn",NA,"UG/L","TE","ICP-MS",0.04,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Fe",NA,"UG/L","TE","ICP-MS",0.66,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Co",NA,"UG/L","TE","ICP-MS",0.002,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Ni",NA,"UG/L","TE","ICP-MS",0.352,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Cu",NA,"UG/L","TE","ICP-MS",0.039,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Zn",NA,"UG/L","TE","ICP-MS",0.774,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"As",NA,"UG/L","TE","ICP-MS",0.007,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Se",NA,"UG/L","TE","ICP-MS",0.03,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Sr",NA,"UG/L","TE","ICP-MS",0.05,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Y",NA,"UG/L","TE","ICP-MS",0.003,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Mo",NA,"UG/L","TE","ICP-MS",0.028,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Ag",NA,"UG/L","TE","ICP-MS",0.02,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Cd",NA,"UG/L","TE","ICP-MS",0.005,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Sn",NA,"UG/L","TE","ICP-MS",0.029,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Sb",NA,"UG/L","TE","ICP-MS",0.038,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Ba",NA,"UG/L","TE","ICP-MS",3.293,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"La",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Pr",NA,"UG/L","TE","ICP-MS",0.003,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Ce",NA,"UG/L","TE","ICP-MS",0.008,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Nd",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Sm",NA,"UG/L","TE","ICP-MS",0.003,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Gd_158",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Tb",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Gd_160",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Dy",NA,"UG/L","TE","ICP-MS",0.003,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Ho",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Er",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Tm",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Yb",NA,"UG/L","TE","ICP-MS",0.003,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Lu",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Tl",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Pb",NA,"UG/L","TE","ICP-MS",0.026,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"Th",NA,"UG/L","TE","ICP-MS",0.002,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"U",NA,"UG/L","TE","ICP-MS",0.005,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"DIC",NA,"MG/L","C","TOC-L",0.1,NA
"BSL4.3",NA,2023-08-15,11H 25M 0S,"Herndon","N","D",NA,2023,227,"CaMg",NA,"MG/L","CATION","ICP-OES",0.5,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"filter",NA,NA,NA,NA,NA,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"depth",NA,"CM","PHYS","Other",-10,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"pH",NA,"UNITS","CHEM","Sonde",-10,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"SpC",NA,"uS/CM","CHEM","Sonde",-10,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"temp",NA,"C","CHEM","Sonde",-10,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"DO",NA,"MG/L","CHEM","Sonde",0,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"DO_sat",NA,"PERCENT","CHEM","Sonde",0,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"canopy",NA,"PERCENT","PHYS","Other",0,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"DOC",NA,"MG/L","C","TOC-L",0.1,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"TC",NA,"MG/L","C","TOC-L",0.1,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Cl",NA,"MG/L","ANION","IC",0.1,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"SO4",NA,"MG/L","ANION","IC",0.1,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"NH4",NA,"UG/L","NUTRIENT","NUTRIENT",0.091,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"SRP",NA,"UG/L","NUTRIENT","NUTRIENT",0.019,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"NO3",NA,"UG/L","NUTRIENT","NUTRIENT",0.15,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"TP",NA,"UG/L","NUTRIENT","NUTRIENT",0.018,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Mn_OES",NA,"MG/L","TE","ICP-OES",0.5,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Fe_OES",NA,"MG/L","TE","ICP-OES",0.5,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"P",NA,"MG/L","TE","ICP-OES",0.5,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Ca",NA,"MG/L","CATION","ICP-OES",0.5,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Mg",NA,"MG/L","CATION","ICP-OES",0.5,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Be",NA,"UG/L","TE","ICP-MS",0.016,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Na",NA,"UG/L","CATION","ICP-MS",27.4,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Al",NA,"UG/L","TE","ICP-MS",0.7,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Si",NA,"UG/L","TE","ICP-MS",30.7,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"K",NA,"UG/L","CATION","ICP-MS",18.8,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Ti",NA,"UG/L","TE","ICP-MS",0.04,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"V",NA,"UG/L","TE","ICP-MS",0.018,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Cr",NA,"UG/L","TE","ICP-MS",0.042,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Mn",NA,"UG/L","TE","ICP-MS",0.04,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Fe",NA,"UG/L","TE","ICP-MS",0.66,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Co",NA,"UG/L","TE","ICP-MS",0.002,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Ni",NA,"UG/L","TE","ICP-MS",0.352,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Cu",NA,"UG/L","TE","ICP-MS",0.039,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Zn",NA,"UG/L","TE","ICP-MS",0.774,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"As",NA,"UG/L","TE","ICP-MS",0.007,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Se",NA,"UG/L","TE","ICP-MS",0.03,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Sr",NA,"UG/L","TE","ICP-MS",0.05,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Y",NA,"UG/L","TE","ICP-MS",0.003,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Mo",NA,"UG/L","TE","ICP-MS",0.028,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Ag",NA,"UG/L","TE","ICP-MS",0.02,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Cd",NA,"UG/L","TE","ICP-MS",0.005,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Sn",NA,"UG/L","TE","ICP-MS",0.029,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Sb",NA,"UG/L","TE","ICP-MS",0.038,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Ba",NA,"UG/L","TE","ICP-MS",3.293,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"La",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Pr",NA,"UG/L","TE","ICP-MS",0.003,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Ce",NA,"UG/L","TE","ICP-MS",0.008,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Nd",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Sm",NA,"UG/L","TE","ICP-MS",0.003,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Gd_158",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Tb",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Gd_160",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Dy",NA,"UG/L","TE","ICP-MS",0.003,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Ho",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Er",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Tm",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Yb",NA,"UG/L","TE","ICP-MS",0.003,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Lu",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Tl",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Pb",NA,"UG/L","TE","ICP-MS",0.026,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"Th",NA,"UG/L","TE","ICP-MS",0.002,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"U",NA,"UG/L","TE","ICP-MS",0.005,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"DIC",NA,"MG/L","C","TOC-L",0.1,NA
"BSL5.2",NA,2023-08-15,12H 36M 0S,"Herndon","N","D",NA,2023,227,"CaMg",NA,"MG/L","CATION","ICP-OES",0.5,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"filter",NA,NA,NA,NA,NA,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"depth",NA,"CM","PHYS","Other",-10,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"pH",NA,"UNITS","CHEM","Sonde",-10,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"SpC",NA,"uS/CM","CHEM","Sonde",-10,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"temp",NA,"C","CHEM","Sonde",-10,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"DO",NA,"MG/L","CHEM","Sonde",0,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"DO_sat",NA,"PERCENT","CHEM","Sonde",0,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"canopy",NA,"PERCENT","PHYS","Other",0,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"DOC",NA,"MG/L","C","TOC-L",0.1,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"TC",NA,"MG/L","C","TOC-L",0.1,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Cl",NA,"MG/L","ANION","IC",0.1,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"SO4",NA,"MG/L","ANION","IC",0.1,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"NH4",NA,"UG/L","NUTRIENT","NUTRIENT",0.091,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"SRP",NA,"UG/L","NUTRIENT","NUTRIENT",0.019,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"NO3",NA,"UG/L","NUTRIENT","NUTRIENT",0.15,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"TP",NA,"UG/L","NUTRIENT","NUTRIENT",0.018,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Mn_OES",NA,"MG/L","TE","ICP-OES",0.5,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Fe_OES",NA,"MG/L","TE","ICP-OES",0.5,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"P",NA,"MG/L","TE","ICP-OES",0.5,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Ca",NA,"MG/L","CATION","ICP-OES",0.5,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Mg",NA,"MG/L","CATION","ICP-OES",0.5,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Be",NA,"UG/L","TE","ICP-MS",0.016,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Na",NA,"UG/L","CATION","ICP-MS",27.4,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Al",NA,"UG/L","TE","ICP-MS",0.7,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Si",NA,"UG/L","TE","ICP-MS",30.7,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"K",NA,"UG/L","CATION","ICP-MS",18.8,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Ti",NA,"UG/L","TE","ICP-MS",0.04,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"V",NA,"UG/L","TE","ICP-MS",0.018,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Cr",NA,"UG/L","TE","ICP-MS",0.042,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Mn",NA,"UG/L","TE","ICP-MS",0.04,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Fe",NA,"UG/L","TE","ICP-MS",0.66,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Co",NA,"UG/L","TE","ICP-MS",0.002,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Ni",NA,"UG/L","TE","ICP-MS",0.352,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Cu",NA,"UG/L","TE","ICP-MS",0.039,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Zn",NA,"UG/L","TE","ICP-MS",0.774,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"As",NA,"UG/L","TE","ICP-MS",0.007,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Se",NA,"UG/L","TE","ICP-MS",0.03,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Sr",NA,"UG/L","TE","ICP-MS",0.05,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Y",NA,"UG/L","TE","ICP-MS",0.003,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Mo",NA,"UG/L","TE","ICP-MS",0.028,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Ag",NA,"UG/L","TE","ICP-MS",0.02,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Cd",NA,"UG/L","TE","ICP-MS",0.005,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Sn",NA,"UG/L","TE","ICP-MS",0.029,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Sb",NA,"UG/L","TE","ICP-MS",0.038,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Ba",NA,"UG/L","TE","ICP-MS",3.293,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"La",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Pr",NA,"UG/L","TE","ICP-MS",0.003,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Ce",NA,"UG/L","TE","ICP-MS",0.008,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Nd",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Sm",NA,"UG/L","TE","ICP-MS",0.003,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Gd_158",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Tb",NA,"UG/L","TE","ICP-MS",0.004,NA
"BSL5.3",NA,2023-08-15,12H 38M 0S,"Herndon","N","D",NA,2023,227,"Gd_160",NA,"UG/L","TE","ICP-MS",0.004,NA
